dim_value,forecast_month,year,month_num,target_eom_amount,overall_importance_tier,eom_importance_tier,overall_importance_score,eom_importance_score,eom_risk_flag,has_eom_history,eom_regularity_score,eom_stability_score,eom_recency_score,eom_concentration_score,eom_volume_score,eom_pattern_primary,eom_pattern_confidence_pct,prob_continuous_stable_pct,prob_continuous_volatile_pct,prob_intermittent_active_pct,prob_intermittent_dormant_pct,prob_rare_recent_pct,prob_rare_stale_pct,pattern_uncertainty,general_pattern,segment_name,full_segment_name,combined_priority,recommended_method,forecast_complexity,total_volume_12m,eom_volume_12m,non_eom_volume_12m,avg_monthly_volume,max_transaction,max_eom_transaction,eom_concentration,eom_predictability,eom_frequency,eom_zero_ratio,eom_cv,monthly_cv,transaction_regularity,activity_rate,transaction_dispersion,quarter_end_concentration,year_end_concentration,active_months_12m,total_nonzero_eom_count,months_inactive,months_of_history,cumulative_overall_portfolio_pct,cumulative_eom_portfolio_pct,lag_1m_eom,lag_3m_eom,lag_12m_eom,eom_ma3,eom_yoy_growth,eom_mom_growth,is_quarter_end,is_year_end,month_of_year,is_zero_eom,current_month_has_eom,raw_rf__active_months_12m,raw_rf__rolling_avg_day_dispersion,raw_rf__rolling_avg_monthly_volume,raw_rf__rolling_avg_non_eom,raw_rf__rolling_avg_nonzero_eom,raw_rf__rolling_avg_transactions,raw_rf__rolling_eom_volume_12m,raw_rf__rolling_max_eom,raw_rf__rolling_max_transaction,raw_rf__rolling_non_eom_volume_12m,raw_rf__rolling_nonzero_eom_months,raw_rf__rolling_quarter_end_volume,raw_rf__rolling_std_eom,raw_rf__rolling_std_monthly,raw_rf__rolling_std_transactions,raw_rf__rolling_total_volume_12m,raw_rf__rolling_year_end_volume,raw_rf__rolling_zero_eom_months,raw_rf__total_nonzero_eom_count,raw_rf__eom_amount_12m_ago,raw_rf__eom_amount_3m_ago,raw_rf__eom_amount_1m_ago,raw_rf__eom_ma3,raw_rf__months_of_history,raw_rf__months_since_last_eom,raw_pm__eom_concentration,raw_pm__eom_predictability,raw_pm__eom_frequency,raw_pm__eom_zero_ratio,raw_pm__eom_spike_ratio,raw_pm__eom_cv,raw_pm__monthly_cv,raw_pm__transaction_regularity,raw_pm__activity_rate,raw_pm__quarter_end_concentration,raw_pm__year_end_concentration,raw_pm__transaction_dispersion,raw_pm__has_eom_history,raw_pm__months_inactive,raw_pm__eom_periodicity
series_018,2024-08-01,2024,8,88.74826633772588,NONE,LOW,0.5388,0.6968,False,False,87.0,60.5,52.4,69.0,33.8,RARE_RECENT,60.8,3.6,34.8,17.9,2.9,19.3,21.4,0.611,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_RARE_RECENT,NONE_HIGHLY_SEASONAL__LOWEOM_RARE_RECENT,4.84,Exponential_Smoothing,4,1776.5431983466192,41.957791088224354,1734.5854072583948,148.04526652888492,47.31344700290572,92.62495067980478,0.055,0.514,0.655,0.333,2.0,0.144,0.1,0.215,9.13,0.062,0.519,3,0,9,70,0.4243,0.682,131.01528844309098,52.068823728900036,51.40585233000037,88.61,1.712,0.173,False,False,8,0,True,3,0.9365687304533371,148.04526652888492,144.54878393819956,41.957791088224354,365.2840045074689,41.957791088224354,92.62495067980478,47.31344700290572,1734.5854072583948,0,110.23028433380865,177.49653267545176,21.331215610683472,3.587968178884904,1776.5431983466192,921.4965459857062,12,0,51.40585233000037,52.068823728900036,131.01528844309098,88.60697390441801,70,1,0.05538945886391735,0.513886279302854,0.6546658088517822,0.3332664349664681,0.49397465327548096,2.0,0.14408576586622285,0.09961669445742623,0.2151044021612143,0.06204762396793785,0.5187020202173064,9.128175158109723,False,9,0.6465129677051235
series_017,2024-03-01,2024,3,9872.165604127866,MEDIUM,MEDIUM,0.43968,0.27158,False,True,42.7,60.0,55.7,62.1,87.0,INTERMITTENT_DORMANT,91.8,5.6,9.4,5.2,59.9,0.2,19.7,0.978,INTERMITTENT,MEDIUM_INTERMITTENT_INTERMITTENT_DORMANT,MEDIUM_INTERMITTENT__MEDIUMEOM_INTERMITTENT_DORMANT,4.83,Exponential_Smoothing,5,179436.3315198344,7188.869528446711,172247.46199138768,14953.027626652867,8156.955812985014,10504.057667516,0.384,0.902,0.555,0.748,0.46,0.859,0.552,0.0,6.6,0.978,0.25,3,2,9,29,0.5794,0.9164,5280.755787265592,10325.421750684323,4635.371499505313,8861.55,0.431,0.117,True,False,3,0,True,3,4.429315130378301,14953.027626652867,14353.955165948973,3594.4347642233556,690.3428907693036,7188.869528446711,10504.057667516,8156.955812985014,172247.46199138768,2,175527.3139791182,4543.392424990995,12845.752890776192,88.09232990882384,179436.3315198344,44781.841957257326,10,2,4635.371499505313,10325.421750684323,5280.755787265592,8861.546054593751,29,8,0.3836221734544349,0.9015863144897224,0.5553570517640369,0.7479207358866686,0.013519520103879024,0.4602224686234253,0.8590737081150986,0.5523024024312332,0.0003107682802390571,0.9782150163926856,0.24956953576766178,6.597386914030491,True,9,0.3056072581654219
series_018,2025-05-01,2025,5,146.85699583910306,NONE,LOW,0.46124,0.71863,False,True,89.8,58.1,63.4,67.7,33.3,RARE_RECENT,60.8,3.6,34.8,17.9,2.9,19.3,21.4,0.845,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_RARE_RECENT,NONE_HIGHLY_SEASONAL__LOWEOM_RARE_RECENT,4.82,Exponential_Smoothing,4,3851.8061707916486,112.5651227510186,3739.24104804063,320.98384756597073,221.20954479691397,98.71553533490967,0.017,0.412,0.641,0.366,1.728,0.185,0.045,0.225,8.46,0.232,0.41,4,1,8,79,0.4158,0.6626,164.1502168879554,75.00304694424376,114.33154367102824,139.14,0.979,0.118,False,False,5,0,True,4,4.933714063631051,320.98384756597073,311.6034206700525,112.5651227510186,529.0549650079271,112.5651227510186,98.71553533490967,221.20954479691397,3739.24104804063,1,893.945987246938,253.72496884952733,59.27693634415249,84.56529107576897,3851.8061707916486,1578.4206412897386,11,1,114.33154367102824,75.00304694424376,164.1502168879554,139.14441057216757,79,0,0.01735883653643522,0.4117646125171473,0.6412635802599872,0.3664238262444732,0.2811501615085016,1.7277009338221048,0.1846726456600577,0.045089482847408824,0.22546751880766833,0.23208488371656777,0.40978714174636965,8.458957388180677,True,8,0.8008817121553661
series_018,2025-09-01,2025,9,80.52908199647136,NONE,LOW,0.50883,0.7649,False,False,85.6,48.2,60.6,72.8,42.8,RARE_RECENT,60.8,3.6,34.8,17.9,2.9,19.3,21.4,0.638,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_RARE_RECENT,NONE_HIGHLY_SEASONAL__LOWEOM_RARE_RECENT,4.75,Exponential_Smoothing,4,1762.1539522508454,48.39373873902906,1713.7602135118163,146.84616268757046,156.11641091661463,54.38044181971862,0.0,0.334,0.668,0.427,2.0,0.251,0.02,0.208,7.66,0.183,0.45,1,0,11,83,0.4123,0.6625,108.0403717590903,41.09497750505633,21.655282470992518,76.58,0.53,0.24,True,False,9,0,True,1,0.18822520558381517,146.84616268757046,142.8133511259847,48.39373873902906,516.3737022407342,48.39373873902906,54.38044181971862,156.11641091661463,1713.7602135118163,0,322.9579231247129,161.05816399294272,36.88591631111042,21.374091548932018,1762.1539522508454,792.9829384269634,12,0,21.655282470992518,41.09497750505633,108.0403717590903,76.57893605471396,83,2,0.0,0.3341396362957707,0.668469797296605,0.4266086558759687,0.4145109440443233,2.0,0.25118747154182575,0.020205598860323276,0.20810552032678523,0.18327452190666446,0.45000775182784997,7.6565500918740215,False,11,0.617504450901279
series_018,2023-09-01,2023,9,57.22308965280721,NONE,LOW,0.50471,0.7406,False,False,92.1,58.8,59.9,57.6,25.2,RARE_RECENT,60.8,3.6,34.8,17.9,2.9,19.3,21.4,0.682,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_RARE_RECENT,NONE_HIGHLY_SEASONAL__LOWEOM_RARE_RECENT,4.68,Exponential_Smoothing,4,2285.576865524899,8.26609437878455,2277.3107711461143,190.4647387937416,44.55370305105146,45.79850602707753,0.031,0.373,0.669,0.384,2.0,0.244,0.052,0.172,8.78,0.219,0.516,1,0,11,59,0.4289,0.6674,45.19810587857086,20.786207907839476,31.719791501995466,52.04,-0.155,-0.006,True,False,9,0,True,1,2.49908468704207,190.4647387937416,189.77589759550952,8.26609437878455,813.0715852889482,8.26609437878455,45.79850602707753,44.55370305105146,2277.3107711461143,0,499.8194138365147,114.44617930561442,46.45845049127297,65.46536232403324,2285.576865524899,1178.4473906499813,12,0,31.719791501995466,20.786207907839476,45.19810587857086,52.03838930508459,59,7,0.03110711888318405,0.37302486821382275,0.6692171725883589,0.3843312290466665,0.9768341706503846,2.0,0.24392152996667713,0.05180610819995458,0.1722198372854173,0.21868414113551488,0.5156017320727223,8.775643086445507,False,11,0.995342316608823
series_001,2023-12-01,2023,12,14092.285031685695,MEDIUM,NONE,0.19606,0.28865,False,True,0.7,100.0,90.8,21.6,26.3,INTERMITTENT_ACTIVE,80.7,32.7,21.2,3.8,22.1,14.6,5.5,1.982,INTERMITTENT,MEDIUM_INTERMITTENT_INTERMITTENT_ACTIVE,MEDIUM_INTERMITTENT__NONEEOM_INTERMITTENT_ACTIVE,4.53,Conservative_MA,1,157147.3974601498,8858.355114666858,148289.04234548294,13095.616455012483,20158.511024167994,16134.196842022617,0.288,0.631,0.138,0.13,0.724,0.391,0.819,0.218,4.67,0.567,0.0,12,6,0,38,0.6069,0.1801,8967.928220003174,4412.156326359836,5855.750329707461,12806.55,0.481,-0.038,True,True,12,0,True,12,0.9614450940433539,13095.616455012483,12357.420195456913,1476.392519111143,50.459930103814074,8858.355114666858,16134.196842022617,20158.511024167994,148289.04234548294,6,89058.76527913011,10200.160540972012,5118.375977156235,16.893506307216455,157147.3974601498,0.0,6,6,5855.750329707461,4412.156326359836,8967.928220003174,12806.547985306635,38,11,0.288451755253211,0.6310561671693449,0.13785912324733718,0.1303436138261807,0.3476192144826835,0.7238116826361045,0.39084650919179326,0.8186595888345155,0.21800369446320214,0.5667212229952078,0.0,4.672404490972439,True,0,0.03180468148516513
series_001,2024-10-01,2024,10,7544.199815619068,MEDIUM,NONE,0.30955,0.37793,False,True,9.3,98.0,88.4,13.8,19.5,INTERMITTENT_ACTIVE,80.7,32.7,21.2,3.8,22.1,14.6,5.5,1.854,INTERMITTENT,MEDIUM_INTERMITTENT_INTERMITTENT_ACTIVE,MEDIUM_INTERMITTENT__NONEEOM_INTERMITTENT_ACTIVE,4.5,Conservative_MA,1,325582.156846244,949.8550752598891,324632.30177098414,27131.846403853666,10519.668568764799,4345.539098113695,0.345,0.586,0.21,0.349,0.696,0.434,0.858,0.279,4.88,0.571,0.032,13,12,-1,48,0.5941,0.1613,4352.650237351911,6990.9074338234595,3062.096156655231,7045.58,-0.337,-0.111,False,False,10,0,True,13,0.21046594818180941,27131.846403853666,27052.69181424868,79.15458960499076,27.69519538607967,949.8550752598891,4345.539098113695,10519.668568764799,324632.30177098414,12,186039.34656782015,5254.081241175426,11769.655462025821,98.77223897360315,325582.156846244,10536.223523831106,0,12,3062.096156655231,6990.9074338234595,4352.650237351911,7045.57843497154,48,8,0.34450315895130945,0.5859884722173608,0.20996123266132083,0.3486606250091371,0.10946759867911515,0.6964398305434175,0.43379485814699736,0.8578451852488986,0.27865238944489534,0.5714052280072496,0.03236118227697236,4.880914370559482,True,-1,0.39163014054035605
series_018,2025-06-01,2025,6,105.47288731097598,NONE,LOW,0.46721,0.74663,False,False,96.1,51.3,66.0,71.1,36.0,RARE_RECENT,60.8,3.6,34.8,17.9,2.9,19.3,21.4,0.963,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_RARE_RECENT,NONE_HIGHLY_SEASONAL__LOWEOM_RARE_RECENT,4.39,Exponential_Smoothing,4,1738.6370554795747,56.08039653998678,1682.5566589395878,144.88642128996455,194.7338523880148,149.5165761784933,0.0,0.468,0.578,0.301,2.0,0.225,0.058,0.108,8.37,0.204,0.485,2,0,10,80,0.4089,0.672,93.80348988183322,91.72848577270751,68.13807636756752,100.91,1.861,-0.286,True,False,6,0,True,2,3.649433322613734,144.88642128996455,140.21305491163233,56.08039653998678,266.66812096967186,56.08039653998678,149.5165761784933,194.7338523880148,1682.5566589395878,0,355.30233428845463,210.94577462195195,32.61194246939482,84.17604082132918,1738.6370554795747,843.6978046744842,12,0,68.13807636756752,91.72848577270751,93.80348988183322,100.9091887222908,80,3,0.0,0.4680240536966024,0.5777964010793541,0.3009216773308587,0.4990393035948636,2.0,0.2250862584570833,0.05805738462223791,0.10792708050502661,0.20435681683458096,0.48526390370862305,8.371382253763723,False,10,0.7605313649698012
series_017,2025-04-01,2025,4,18306.911895486595,MEDIUM,MEDIUM,0.39478,0.23288,False,False,45.3,57.5,47.4,54.9,96.9,INTERMITTENT_DORMANT,91.8,5.6,9.4,5.2,59.9,0.2,19.7,1.066,INTERMITTENT,MEDIUM_INTERMITTENT_INTERMITTENT_DORMANT,MEDIUM_INTERMITTENT__MEDIUMEOM_INTERMITTENT_DORMANT,4.37,Exponential_Smoothing,5,320057.2620597949,4136.262531818173,315920.99952797673,26671.43850498291,20820.324343426473,22067.62885418789,0.531,0.912,0.511,0.717,0.545,0.771,0.54,0.0,6.29,1.0,0.084,1,0,11,42,0.5964,0.9238,27080.22651177169,6711.051106676308,5400.794958678473,22797.38,0.851,-0.103,False,False,4,0,True,1,2.8917491422409007,26671.43850498291,26326.74996066473,4136.262531818173,36.597856973864964,4136.262531818173,22067.62885418789,20820.324343426473,315920.99952797673,0,320057.2620597949,9981.452237496313,20559.592920697247,99.95983822000198,320057.2620597949,27026.287473883498,12,0,5400.794958678473,6711.051106676308,27080.22651177169,22797.383405675002,42,1,0.5309970957135206,0.9121487193456228,0.5114684520980675,0.7174635986301265,0.3967425584310811,0.5452286160811836,0.7708467961657256,0.5400018632060096,0.0,1.0,0.08444203796517603,6.293537342479951,False,11,0.5605149896884395
series_001,2023-05-01,2023,5,15226.373398791326,MEDIUM,NONE,0.25389,0.40952,False,True,0.0,100.0,79.0,15.9,20.6,INTERMITTENT_ACTIVE,80.7,32.7,21.2,3.8,22.1,14.6,5.5,1.967,INTERMITTENT,MEDIUM_INTERMITTENT_INTERMITTENT_ACTIVE,MEDIUM_INTERMITTENT__NONEEOM_INTERMITTENT_ACTIVE,4.22,Conservative_MA,1,591355.7533782835,4806.091392269401,586549.6619860141,49279.64611485696,20004.56690083851,13864.78376904731,0.315,0.608,0.097,0.158,0.688,0.499,0.796,0.137,5.23,0.612,0.002,14,2,-2,31,0.6091,0.1711,21195.820637627898,13216.869166888384,12414.521660253824,17229.57,0.942,-0.004,False,False,5,0,True,14,3.48507870497634,49279.64611485696,48879.13849883451,2403.0456961347004,705.4592431472382,4806.091392269401,13864.78376904731,20004.56690083851,586549.6619860141,2,361720.74615064875,10476.84411128686,24585.11890169647,35.94911512197552,591355.7533782835,1335.0098055804965,10,2,12414.521660253824,13216.869166888384,21195.820637627898,17229.573599839194,31,9,0.31489102142671915,0.6082114490895358,0.09715417474862159,0.15797335759388131,0.8093611554785136,0.6880721913806813,0.4988899239332095,0.7958806485995238,0.13738684322276035,0.6116804378484844,0.0022575409099410693,5.228934847061708,True,-2,0.8101133946791808
series_018,2024-05-01,2024,5,124.69213959495364,NONE,LOW,0.56357,0.65461,False,False,92.4,52.1,52.8,68.5,30.1,RARE_RECENT,60.8,3.6,34.8,17.9,2.9,19.3,21.4,0.873,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_RARE_RECENT,NONE_HIGHLY_SEASONAL__LOWEOM_RARE_RECENT,4.14,Exponential_Smoothing,4,5029.524268076843,64.94072208974286,4964.5835459871005,419.1270223397369,246.32048334092346,84.73716523616177,0.053,0.408,0.7,0.295,1.942,0.242,0.072,0.185,8.83,0.209,0.537,1,0,11,67,0.4296,0.6617,113.32901486016571,138.67901259903095,45.654553805303095,100.51,-0.008,-0.234,False,False,5,0,True,1,0.9663461345158242,419.1270223397369,413.71529549892506,64.94072208974286,754.6997025467324,64.94072208974286,84.73716523616177,246.32048334092346,4964.5835459871005,0,1049.551181552827,242.11126872278552,101.49297553875594,81.06487975560806,5029.524268076843,2700.436518923804,12,0,45.654553805303095,138.67901259903095,113.32901486016571,100.50561172698362,67,4,0.053052741159354246,0.40789611534983017,0.7001357908246789,0.2950920464278626,0.2175436320975107,1.941672261854298,0.24215326173001447,0.07187477879046021,0.18524532748970826,0.20867802313123096,0.536916888156577,8.82917404826454,False,11,0.011530036733138793
series_018,2024-12-01,2024,12,91.7123965657516,NONE,LOW,0.44748,0.78781,False,False,84.3,54.4,59.0,84.1,35.3,RARE_RECENT,60.8,3.6,34.8,17.9,2.9,19.3,21.4,0.717,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_RARE_RECENT,NONE_HIGHLY_SEASONAL__LOWEOM_RARE_RECENT,4.06,Exponential_Smoothing,4,933.0338972320187,59.49821162258716,873.5356856094315,77.7528247693349,56.4469080515484,76.93485961436379,0.05,0.464,0.753,0.338,1.962,0.289,0.0,0.177,9.32,0.106,0.476,1,0,11,74,0.4123,0.6653,62.49357147744819,107.3201640783685,59.004109872185715,91.56,0.74,0.134,True,True,12,0,True,1,2.9325454998944025,77.7528247693349,72.79464046745262,59.49821162258716,799.8647904040519,59.49821162258716,76.93485961436379,56.4469080515484,873.5356856094315,0,98.55063900864208,179.95819051888776,22.437653901036366,58.32862022013471,933.0338972320187,444.48430311834824,12,0,59.004109872185715,107.3201640783685,62.49357147744819,91.55713246233472,74,9,0.050276783773035114,0.4641277331505615,0.7532828354734786,0.3384804791137788,0.7831046140743562,1.9622013736155055,0.2885767040310232,0.0,0.17657139569984523,0.10562385707636876,0.47638601816823145,9.319153030502534,False,11,0.13265652032228936
series_001,2025-04-01,2025,4,16898.144317265942,MEDIUM,NONE,0.2902,0.393,False,True,0.0,95.1,81.6,23.0,17.7,INTERMITTENT_ACTIVE,80.7,32.7,21.2,3.8,22.1,14.6,5.5,1.776,INTERMITTENT,MEDIUM_INTERMITTENT_INTERMITTENT_ACTIVE,MEDIUM_INTERMITTENT__NONEEOM_INTERMITTENT_ACTIVE,3.95,Conservative_MA,1,462100.25985854806,2206.2751268756338,459893.98473167245,38508.35498821234,12547.021133331302,5492.46074602498,0.343,0.656,0.178,0.389,0.767,0.586,0.806,0.196,4.96,0.668,0.128,12,5,0,54,0.6135,0.1819,14064.572656621765,13319.637343057251,9191.731442513268,13596.48,0.508,-0.168,False,False,4,0,True,12,2.3290640351012426,38508.35498821234,38324.49872763937,441.25502537512676,837.6380831433974,2206.2751268756338,5492.46074602498,12547.021133331302,459893.98473167245,5,308637.16040404816,12968.716589650821,22556.21345959346,23.579209395920987,462100.25985854806,59368.59999606505,7,5,9191.731442513268,13319.637343057251,14064.572656621765,13596.478506219219,54,9,0.34279613991125746,0.6555420467703853,0.17790005240877765,0.38895909025151065,0.7158249646820886,0.7674639502516163,0.585748559409979,0.8057868815052103,0.19553123641806514,0.6679008587844639,0.12847558236439463,4.9557617930295175,True,0,0.909032520665641
series_018,2024-11-01,2024,11,77.19443158784331,NONE,LOW,0.50314,0.80029,False,True,95.0,52.2,64.9,57.5,28.1,RARE_RECENT,60.8,3.6,34.8,17.9,2.9,19.3,21.4,0.842,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_RARE_RECENT,NONE_HIGHLY_SEASONAL__LOWEOM_RARE_RECENT,3.9,Exponential_Smoothing,4,2847.410523191072,35.313984937491824,2812.09653825358,237.28421026592267,149.15987538601553,98.87498749555597,0.0,0.366,0.605,0.262,1.924,0.204,0.082,0.171,9.64,0.149,0.468,3,1,9,73,0.4297,0.6642,68.35308958616923,70.70968255371494,20.959987754844807,86.8,0.972,0.189,False,False,11,0,True,3,3.620409798919093,237.28421026592267,234.34137818779834,35.313984937491824,500.2565134550355,35.313984937491824,98.87498749555597,149.15987538601553,2812.09653825358,1,425.3796333138459,148.53974556845046,48.31006096119217,19.944395225954516,2847.410523191072,1333.3461461493616,11,1,20.959987754844807,70.70968255371494,68.35308958616923,86.80429480526875,73,3,0.0,0.36579767083540904,0.6054412987097733,0.2623086769098266,0.2225623945086459,1.924228762529585,0.20359576773798577,0.08173805043218169,0.17136550096588554,0.14939174729084237,0.46826621426372,9.641327709046255,True,9,0.004976519938377111
series_017,2023-09-01,2023,9,7574.913952007833,MEDIUM,MEDIUM,0.479,0.35394,False,True,45.7,72.7,55.9,60.5,85.8,INTERMITTENT_DORMANT,91.8,5.6,9.4,5.2,59.9,0.2,19.7,0.962,INTERMITTENT,MEDIUM_INTERMITTENT_INTERMITTENT_DORMANT,MEDIUM_INTERMITTENT__MEDIUMEOM_INTERMITTENT_DORMANT,3.81,Exponential_Smoothing,5,140583.23272935284,5713.906471993764,134869.32625735906,11715.269394112736,9655.491478123158,6454.719841775004,0.523,0.899,0.645,0.603,0.441,0.858,0.588,0.098,6.88,0.87,0.032,3,2,9,23,0.5889,0.8981,9033.748750740733,5355.740544434668,1634.2143645438282,9021.12,0.571,-0.256,True,False,9,0,True,3,1.208314051872907,11715.269394112736,11239.110521446588,2856.953235996882,214.6679525851581,5713.906471993764,6454.719841775004,9655.491478123158,134869.32625735906,2,122355.29095792735,3342.3946439100696,10056.592351546045,39.68592661698217,140583.23272935284,4470.627546133324,10,2,1634.2143645438282,5355.740544434668,9033.748750740733,9021.116070019103,23,7,0.5234803380481474,0.8992092582758374,0.645404883210757,0.6030619899125298,0.6806865339089029,0.44124522933017907,0.858417507377148,0.5878572547314374,0.09763753226877352,0.8703405703686055,0.03180057435967531,6.879970678063704,True,9,0.6817951889226287
series_018,2025-08-01,2025,8,53.125161953751316,NONE,LOW,0.49786,0.80705,False,True,88.3,48.3,56.4,64.1,31.6,RARE_RECENT,60.8,3.6,34.8,17.9,2.9,19.3,21.4,0.684,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_RARE_RECENT,NONE_HIGHLY_SEASONAL__LOWEOM_RARE_RECENT,3.54,Exponential_Smoothing,4,1258.193048193093,23.06457691504965,1235.1284712780434,104.84942068275775,106.01310178589685,41.97183259272746,0.018,0.335,0.709,0.262,1.889,0.193,0.023,0.164,8.6,0.126,0.55,4,3,8,82,0.4192,0.656,59.16051706159666,27.235089067677638,10.359099679133848,47.17,-0.443,-0.041,False,False,8,0,True,4,3.0836379589327363,104.84942068275775,102.92737260650362,7.68819230501655,955.4633481527596,23.06457691504965,41.97183259272746,106.01310178589685,1235.1284712780434,3,158.0261240456728,100.3314160031798,20.257267796493757,84.13031495773076,1258.193048193093,691.7567999468582,9,3,10.359099679133848,27.235089067677638,59.16051706159666,47.171257003040495,82,10,0.018419670771314324,0.33506190687310344,0.7091764786395154,0.2622900742158445,0.2337041148536717,1.8885856026288332,0.19320343083044825,0.02303898365515334,0.16358754202703496,0.12559767698018687,0.5498017978562979,8.599077410278946,True,8,0.014589824843216359
series_017,2025-06-01,2025,6,11073.064324012339,MEDIUM,MEDIUM,0.5001,0.27719,False,False,46.5,56.5,50.5,51.7,88.3,INTERMITTENT_DORMANT,91.8,5.6,9.4,5.2,59.9,0.2,19.7,0.83,INTERMITTENT,MEDIUM_INTERMITTENT_INTERMITTENT_DORMANT,MEDIUM_INTERMITTENT__MEDIUMEOM_INTERMITTENT_DORMANT,3.42,Exponential_Smoothing,5,230664.06413136816,3810.762834107438,226853.3012972607,19222.00534428068,11468.102420129391,6919.518101900107,0.557,0.951,0.615,0.732,0.355,0.829,0.6,0.042,7.21,0.905,0.102,2,0,10,44,0.5701,0.9309,6064.960757188499,6633.478914747179,3899.7676700014704,10331.69,-0.134,0.264,True,False,6,0,True,2,2.9611955663047826,19222.00534428068,18904.441774771727,3810.762834107438,652.6163546473374,3810.762834107438,6919.518101900107,11468.102420129391,226853.3012972607,0,208708.0743201955,3935.90994536799,15943.328970614482,96.53330642314913,230664.06413136816,23541.171476280495,12,0,3899.7676700014704,6633.478914747179,6064.960757188499,10331.685772992581,44,3,0.5571374185136947,0.9507585504090798,0.6153033104014779,0.7324232918374244,0.027228412336848362,0.35544902749574275,0.829431096550926,0.5998430826267743,0.04205749383258487,0.9048139991209544,0.10205825326511758,7.212673749951926,False,10,0.5938250989731627
series_018,2024-03-01,2024,3,134.8281735860652,NONE,LOW,0.5477,0.83142,False,True,92.3,56.3,54.2,64.2,27.9,RARE_RECENT,60.8,3.6,34.8,17.9,2.9,19.3,21.4,0.893,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_RARE_RECENT,NONE_HIGHLY_SEASONAL__LOWEOM_RARE_RECENT,3.37,Exponential_Smoothing,4,2723.603388364821,47.21787326342117,2676.3855151014,226.96694903040176,153.23240732162225,103.41398656564292,0.083,0.431,0.557,0.35,2.0,0.21,0.032,0.15,8.7,0.104,0.471,3,1,9,65,0.428,0.6701,126.351399046291,107.38164910653146,104.32598946289984,142.12,0.957,0.216,True,False,3,0,True,3,0.1257939123079138,226.96694903040176,223.03212625845,47.21787326342117,956.2786666052871,47.21787326342117,103.41398656564292,153.23240732162225,2676.3855151014,1,283.5756410877282,269.6563471721304,47.57278029998851,7.093247205258124,2723.603388364821,1283.382556032065,11,1,104.32598946289984,107.38164910653146,126.351399046291,142.11850609936812,65,3,0.08337579914316955,0.4311476826636692,0.5567500169170347,0.3502719189440315,0.43069593684526686,2.0,0.20960223725621052,0.03189259763429368,0.14954419789255088,0.10411781770398641,0.4712075779882818,8.696742389995595,True,9,0.8727727255534207
series_001,2025-08-01,2025,8,8065.0358982672615,MEDIUM,NONE,0.20988,0.38281,False,True,0.0,95.6,74.8,20.7,13.2,INTERMITTENT_ACTIVE,80.7,32.7,21.2,3.8,22.1,14.6,5.5,1.975,INTERMITTENT,MEDIUM_INTERMITTENT_INTERMITTENT_ACTIVE,MEDIUM_INTERMITTENT__NONEEOM_INTERMITTENT_ACTIVE,3.32,Conservative_MA,1,207873.17872774412,3908.2354789992687,203964.94324874485,17322.764893978678,13067.88714240285,9344.062590247524,0.361,0.658,0.061,0.184,0.827,0.407,0.774,0.227,4.66,0.598,0.0,12,4,0,58,0.6015,0.1737,5611.474431761884,2474.4061418537194,5506.219721416212,8317.23,0.109,0.256,False,False,8,0,True,12,4.814634376187899,17322.764893978678,16997.07860406207,977.0588697498172,488.71019025272545,3908.2354789992687,9344.062590247524,13067.88714240285,203964.94324874485,4,124242.3366251091,6668.178176156028,7049.423205314178,80.59925497751581,207873.17872774412,0.0,8,4,5506.219721416212,2474.4061418537194,5611.474431761884,8317.225631395026,58,0,0.36082925451527187,0.6577687250224952,0.06096883047088296,0.18423431199965767,0.3735096830383876,0.826800805386205,0.40694561454012046,0.7739443038931624,0.22717638710958732,0.5976833441693404,0.0,4.658172156704299,True,0,0.526499194153781
